3.130700134	3.058707073	3.012589391	2.999724295	2.991724252
3.09421922	2.999724295	2.952824773	2.940747965	2.932259851
3.125882958	3.006177531	2.949164638	2.926917958	2.913979772
3.072693315	2.991724252	2.950211758	2.937573359	2.926917958
3.111735949	3.031099417	2.991724252	2.979602892	2.969388298
3.113959655	3.033509638	2.992226134	2.979602892	2.969388298
3.086486637	3.059176446	3.033509638	3.026746327	3.020912572
3.099641737	3.064325065	3.033028058	3.025776395	3.019936962
3.07176696	3.061520014	3.054001182	3.052112607	3.050220459
2.961658293	3.054001182	3.039270576	3.03543364	3.032546247
3.006672214	3.016024977	3.007660844	3.003700443	3.001217204
2.959068289	3.013080912	3.017493765	3.017493765	3.017493765
3.0194488	3.022860941	3.014554028	3.006672214	3.004692015
3.010620886	3.042138646	3.038791763	3.033028058	3.0301337
2.872434057	2.972463647	2.994731773	2.998727783	3.002707887
2.858766418	2.983659692	2.989714201	2.987700102	2.985681938
2.944438979	2.999226163	2.999226163	2.99723115	2.995232149
2.938103161	3.012097628	3.006672214	3.009635179	3.00914196
2.905807566	2.983659692	2.984165637	2.983659692	2.983659692
2.975019232	3.007660844	3.001217204	2.996731774	2.993730271
2.872434057	2.993229143	2.998727783	2.994731773	2.991724252
2.889260029	2.992727765	3.005187432	3.003700443	3.003700443
2.814210397	2.930126516	2.959586827	2.97603964	2.986691529
2.862772146	2.947591898	2.965788397	2.973997781	2.980110893
2.750470917	2.913437031	2.949164638	2.964241606	2.975019232
2.841414913	2.936512914	2.962692419	2.97603964	2.986186861
2.821378886	2.915606229	2.935982269	2.947067102	2.957511061
2.829677689	2.938103161	2.961140829	2.973997781	2.986186861
2.925846146	3.032546247	3.039749159	3.043569603	3.045474365
3.023347441	3.060583246	3.060114532	3.060114532	3.060114532
3.029650492	3.085572978	3.079153882	3.078693794	3.078693794
3.343215099	3.273742726	3.23317313	3.201119103	3.168003494
3.274121299	3.221272949	3.185939325	3.16463081	3.147594623
3.346741196	3.298426104	3.244153632	3.212455257	3.195811885
3.327909586	3.24998682	3.191710157	3.162940193	3.144152279
3.371425223	3.291010423	3.224857897	3.191710157	3.173459961
3.426215145	3.308716529	3.229222117	3.193763124	3.176803048
3.508855256	3.390473418	3.300640127	3.259249719	3.240245851
3.625140613	3.476614021	3.354455119	3.292126287	3.258865473
3.524888854	3.454738149	3.328626689	3.249211025	3.206803244
3.698829785	3.541828511	3.400863993	3.316365446	3.272606147
3.660737148	3.507357577	3.375537635	3.296207168	3.25617161
3.379973745	3.237501289	3.141994781	3.101442728	3.075928816
3.542118073	3.380994674	3.270329106	3.213662258	3.176803048
3.485232111	3.325395668	3.223266173	3.165475048	3.127199036
3.50013733	3.348850901	3.247268899	3.195402469	3.162093811
3.364187556	3.256556892	3.185112195	3.143289838	3.118834471
3.492256113	3.348148161	3.259633817	3.210843653	3.181796817
3.422958873	3.295466427	3.211246798	3.171364842	3.148024084
3.273742726	3.169265324	3.113515309	3.097837496	3.08876714
3.327191968	3.180550711	3.111735949	3.096029995	3.08876714
3.255014871	3.132446097	3.07408124	3.060114532	3.052585085
3.347796605	3.219675505	3.152736022	3.131136911	3.121042465
3.302113423	3.18138162	3.120601256	3.100992784	3.091496896
3.403527997	3.217274544	3.111735949	3.06712227	3.045474365
3.185525845	2.991724252	2.960623096	2.958549482	2.958549482
3.084200922	2.962692419	2.942858784	2.942858784	2.942858784
3.028199464	2.921547375	2.91506437	2.916147794	2.921008727
